Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Sub-Category,Product Name,Sales,Order Date Shamsi,Ship Date Shamsi,lag_1_sales,cat_Furniture,cat_Office Supplies,cat_Technology,order_month
916,US-2015-141215,2015-06-15,2015-06-21,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207.0,Central,FUR-TA-10001520,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.918,1394/03/25,1394/03/31,212.94,True,False,False,6
6938,CA-2015-126963,2015-06-15,2015-06-15,Same Day,PS-18760,Pamela Stobb,Consumer,United States,El Paso,Texas,79907.0,Central,OFF-PA-10001952,Paper,Xerox 1902,36.544,1394/03/25,1394/03/25,99.918,False,True,False,6
918,US-2015-141215,2015-06-15,2015-06-21,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207.0,Central,OFF-BI-10002706,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.568,1394/03/25,1394/03/31,36.544,False,True,False,6
917,US-2015-141215,2015-06-15,2015-06-21,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207.0,Central,FUR-CH-10003379,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944,1394/03/25,1394/03/31,8.568,True,False,False,6
2914,CA-2015-113929,2015-06-16,2015-06-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550.0,East,OFF-BI-10002852,Binders,Ibico Standard Transparent Covers,39.552,1394/03/26,1394/03/31,797.944,False,True,False,6
2496,CA-2015-136644,2015-06-16,2015-06-22,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Mishawaka,Indiana,46544.0,Central,FUR-CH-10000225,Chairs,"Global Geo Office Task Chair, Gray",647.84,1394/03/26,1394/04/01,39.552,True,False,False,6
2913,CA-2015-113929,2015-06-16,2015-06-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550.0,East,OFF-AR-10003772,Art,Boston 16750 Black Compact Battery Pencil Sharpener,35.0,1394/03/26,1394/03/31,647.84,False,True,False,6
2912,CA-2015-113929,2015-06-16,2015-06-21,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550.0,East,OFF-EN-10003286,Envelopes,Staple envelope,41.4,1394/03/26,1394/03/31,35.0,False,True,False,6
6324,CA-2015-104402,2015-06-17,2015-06-23,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Newark,Delaware,19711.0,East,TEC-MA-10000423,Machines,Texas Instruments TI-34 Scientific Calculator,65.97,1394/03/27,1394/04/02,41.4,False,False,True,6
6816,CA-2015-144414,2015-06-17,2015-06-21,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Seattle,Washington,98105.0,West,FUR-FU-10003981,Furnishings,Eldon Wave Desk Accessories,6.24,1394/03/27,1394/03/31,65.97,True,False,False,6
6817,CA-2015-144414,2015-06-17,2015-06-21,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Seattle,Washington,98105.0,West,OFF-FA-10000624,Fasteners,OIC Binder Clips,17.9,1394/03/27,1394/03/31,6.24,False,True,False,6
9765,CA-2015-123855,2015-06-18,2015-06-23,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90036.0,West,TEC-PH-10000215,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,139.8,1394/03/28,1394/04/02,17.9,False,False,True,6
8147,US-2015-112949,2015-06-20,2015-06-27,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Lawton,Oklahoma,73505.0,Central,OFF-AR-10003469,Art,Nontoxic Chalk,3.52,1394/03/30,1394/04/06,139.8,False,True,False,6
8146,US-2015-112949,2015-06-20,2015-06-27,Standard Class,Co-12640,Corey-Lock,Consumer,United States,Lawton,Oklahoma,73505.0,Central,OFF-AP-10001005,Appliances,Honeywell Quietcare HEPA Air Cleaner,471.9,1394/03/30,1394/04/06,3.52,False,True,False,6
3506,CA-2015-166863,2015-06-20,2015-06-24,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023.0,Central,TEC-PH-10000369,Phones,HTC One Mini,201.584,1394/03/30,1394/04/03,471.9,False,False,True,6
3509,CA-2015-166863,2015-06-20,2015-06-24,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023.0,Central,OFF-PA-10001166,Paper,Xerox 2,15.552,1394/03/30,1394/04/03,201.584,False,True,False,6
3510,CA-2015-166863,2015-06-20,2015-06-24,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023.0,Central,OFF-PA-10000587,Paper,"Array Parchment Paper, Assorted Colors",11.648,1394/03/30,1394/04/03,15.552,False,True,False,6
3511,CA-2015-166863,2015-06-20,2015-06-24,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023.0,Central,TEC-MA-10001972,Machines,Okidata C331dn Printer,418.8,1394/03/30,1394/04/03,11.648,False,False,True,6
3512,CA-2015-166863,2015-06-20,2015-06-24,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023.0,Central,OFF-ST-10004123,Storage,Safco Industrial Wire Shelving System,509.488,1394/03/30,1394/04/03,418.8,False,True,False,6
3507,CA-2015-166863,2015-06-20,2015-06-24,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023.0,Central,OFF-BI-10000756,Binders,Storex DuraTech Recycled Plastic Frosted Binders,3.392,1394/03/30,1394/04/03,509.488,False,True,False,6
3508,CA-2015-166863,2015-06-20,2015-06-24,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023.0,Central,FUR-BO-10001608,Bookcases,"Hon Metal Bookcases, Black",193.0656,1394/03/30,1394/04/03,3.392,True,False,False,6
1836,CA-2015-141278,2015-06-21,2015-06-24,First Class,RM-19375,Raymond Messe,Consumer,United States,Meriden,Connecticut,6450.0,East,OFF-AR-10003056,Art,Newell 341,21.4,1394/03/31,1394/04/03,193.0656,False,True,False,6
2679,US-2015-160780,2015-06-21,2015-06-21,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001.0,West,OFF-BI-10002931,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",25.164,1394/03/31,1394/03/31,21.4,False,True,False,6
1182,CA-2015-128146,2015-06-21,2015-06-25,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701.0,East,OFF-AR-10001919,Art,"OIC #2 Pencils, Medium Soft",3.76,1394/03/31,1394/04/04,25.164,False,True,False,6
1181,CA-2015-128146,2015-06-21,2015-06-25,Standard Class,DB-13060,Dave Brooks,Consumer,United States,Lakewood,New Jersey,8701.0,East,TEC-PH-10004539,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,1322.93,1394/03/31,1394/04/04,3.76,False,False,True,6
690,US-2015-117135,2015-06-21,2015-06-23,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980.0,South,FUR-FU-10004071,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1394/03/31,1394/04/02,1322.93,True,False,False,6
692,US-2015-117135,2015-06-21,2015-06-23,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980.0,South,OFF-ST-10002444,Storage,Recycled Eldon Regeneration Jumbo File,36.84,1394/03/31,1394/04/02,104.01,False,True,False,6
4412,CA-2015-130624,2015-06-21,2015-06-24,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10003883,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,1394/03/31,1394/04/03,36.84,False,True,False,6
3002,CA-2015-138317,2015-06-21,2015-06-25,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10000069,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",9.006,1394/03/31,1394/04/04,19.65,False,True,False,6
5150,CA-2015-141796,2015-06-21,2015-06-21,Same Day,JG-15160,James Galang,Consumer,United States,Long Beach,New York,11561.0,East,TEC-PH-10001578,Phones,Polycom SoundStation2 EX Conference phone,1214.85,1394/03/31,1394/03/31,9.006,False,False,True,6
691,US-2015-117135,2015-06-21,2015-06-23,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980.0,South,TEC-PH-10002033,Phones,Konftel 250 Conference phone - Charcoal black,284.82,1394/03/31,1394/04/02,1214.85,False,False,True,6
4414,CA-2015-130624,2015-06-21,2015-06-24,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024.0,East,OFF-AP-10001303,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",59.7,1394/03/31,1394/04/03,284.82,False,True,False,6
3001,CA-2015-138317,2015-06-21,2015-06-25,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-AP-10003860,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,44.416,1394/03/31,1394/04/04,59.7,False,True,False,6
3000,CA-2015-138317,2015-06-21,2015-06-25,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-MA-10004521,Machines,Epson Perfection V600 Photo Scanner,206.991,1394/03/31,1394/04/04,44.416,False,False,True,6
2999,CA-2015-138317,2015-06-21,2015-06-25,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-AC-10003628,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,95.968,1394/03/31,1394/04/04,206.991,False,False,True,6
2678,US-2015-160780,2015-06-21,2015-06-21,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001.0,West,OFF-BI-10001116,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088,1394/03/31,1394/03/31,95.968,False,True,False,6
4413,CA-2015-130624,2015-06-21,2015-06-24,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10024.0,East,TEC-PH-10003963,Phones,GE 2-Jack Phone Line Splitter,617.97,1394/03/31,1394/04/03,11.088,False,False,True,6
2997,CA-2015-138317,2015-06-21,2015-06-25,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-EN-10001539,Envelopes,Staple envelope,24.896,1394/03/31,1394/04/04,617.97,False,True,False,6
2998,CA-2015-138317,2015-06-21,2015-06-25,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10000550,Furnishings,Stacking Trays by OIC,3.984,1394/03/31,1394/04/04,24.896,True,False,False,6
2157,CA-2015-124646,2015-06-22,2015-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-ST-10001097,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,1394/04/01,1394/04/03,3.984,False,True,False,6
4022,CA-2015-154963,2015-06-22,2015-06-27,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013.0,East,TEC-PH-10004093,Phones,Panasonic Kx-TS550,82.782,1394/04/01,1394/04/06,501.81,False,False,True,6
4023,CA-2015-154963,2015-06-22,2015-06-27,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013.0,East,FUR-CH-10000454,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",853.93,1394/04/01,1394/04/06,82.782,True,False,False,6
4021,CA-2015-154963,2015-06-22,2015-06-27,Standard Class,AA-10645,Anna Andreadi,Consumer,United States,Chester,Pennsylvania,19013.0,East,FUR-CH-10004698,Chairs,"Padded Folding Chairs, Black, 4/Carton",170.058,1394/04/01,1394/04/06,853.93,True,False,False,6
9001,CA-2015-133389,2015-06-22,2015-06-22,Same Day,TB-21280,Toby Braunhardt,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-BI-10001553,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,1394/04/01,1394/04/01,170.058,False,True,False,6
422,CA-2015-142048,2015-06-22,2015-06-25,First Class,JE-15745,Joel Eaton,Consumer,United States,Louisville,Colorado,80027.0,West,TEC-AC-10004114,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.752,1394/04/01,1394/04/04,8.226,False,False,True,6
2158,CA-2015-124646,2015-06-22,2015-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,OFF-ST-10001469,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,1394/04/01,1394/04/03,196.752,False,True,False,6
2127,CA-2015-126032,2015-06-23,2015-06-28,Standard Class,BS-11665,Brian Stugart,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-AC-10000158,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,86.376,1394/04/02,1394/04/07,161.94,False,False,True,6
4064,US-2015-130358,2015-06-23,2015-06-26,First Class,DL-13330,Denise Leinenbach,Consumer,United States,Concord,North Carolina,28027.0,South,OFF-AR-10002766,Art,Prang Drawing Pencil Set,20.016,1394/04/02,1394/04/05,86.376,False,True,False,6
4065,US-2015-130358,2015-06-23,2015-06-26,First Class,DL-13330,Denise Leinenbach,Consumer,United States,Concord,North Carolina,28027.0,South,OFF-SU-10002522,Supplies,Acme Kleen Earth Office Shears,3.104,1394/04/02,1394/04/05,20.016,False,True,False,6
9402,CA-2015-159814,2015-06-24,2015-06-28,Standard Class,LP-17080,Liz Pelletier,Consumer,United States,Tucson,Arizona,85705.0,West,FUR-FU-10001731,Furnishings,Acrylic Self-Standing Desk Frames,4.272,1394/04/03,1394/04/07,3.104,True,False,False,6
1098,CA-2015-159338,2015-06-25,2015-06-28,First Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049.0,West,FUR-TA-10004147,Tables,Hon 4060 Series Tables,447.84,1394/04/04,1394/04/07,4.272,True,False,False,6
4847,CA-2015-164469,2015-06-25,2015-06-27,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301.0,West,TEC-PH-10002115,Phones,Plantronics 81402,263.96,1394/04/04,1394/04/06,447.84,False,False,True,6
4848,CA-2015-164469,2015-06-25,2015-06-27,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301.0,West,OFF-AR-10003478,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",71.632,1394/04/04,1394/04/06,263.96,False,True,False,6
4849,CA-2015-164469,2015-06-25,2015-06-27,Second Class,GK-14620,Grace Kelly,Corporate,United States,Salem,Oregon,97301.0,West,OFF-AR-10000475,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",9.328,1394/04/04,1394/04/06,71.632,False,True,False,6
2277,CA-2015-104283,2015-06-27,2015-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671.0,South,OFF-ST-10004337,Storage,"SAFCO Commercial Wire Shelving, 72h",306.2,1394/04/06,1394/04/10,9.328,False,True,False,6
2279,CA-2015-104283,2015-06-27,2015-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671.0,South,TEC-AC-10000109,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,1394/04/06,1394/04/10,306.2,False,False,True,6
2278,CA-2015-104283,2015-06-27,2015-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671.0,South,FUR-TA-10001039,Tables,KI Adjustable-Height Table,85.98,1394/04/06,1394/04/10,223.96,True,False,False,6
822,CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10003395,Paper,Xerox 1941,335.52,1394/04/07,1394/04/11,85.98,False,True,False,6
2924,CA-2015-156993,2015-06-28,2015-07-04,Standard Class,RW-19630,Rob Williams,Corporate,United States,Detroit,Michigan,48234.0,Central,OFF-FA-10003495,Fasteners,Staples,6.08,1394/04/07,1394/04/13,335.52,False,True,False,6
818,CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10000304,Paper,Xerox 1995,41.472,1394/04/07,1394/04/11,6.08,False,True,False,6
820,CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-CH-10001394,Chairs,Global Leather Executive Chair,1228.465,1394/04/07,1394/04/11,41.472,True,False,False,6
819,CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10003094,Binders,Self-Adhesive Ring Binder Labels,3.168,1394/04/07,1394/04/11,1228.465,False,True,False,6
821,CA-2015-140858,2015-06-28,2015-07-02,Standard Class,CA-12775,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10004230,Binders,GBC Recycled Grain Textured Covers,31.086,1394/04/07,1394/04/11,3.168,False,True,False,6
5736,CA-2015-111773,2015-06-29,2015-07-03,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10000174,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",13.92,1394/04/08,1394/04/12,31.086,False,True,False,6
777,CA-2015-165974,2015-06-29,2015-07-06,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Cincinnati,Ohio,45231.0,East,OFF-AR-10003405,Art,"Dixon My First Ticonderoga Pencil, #2",32.76,1394/04/08,1394/04/15,13.92,False,True,False,6
1414,CA-2015-146640,2015-06-30,2015-07-05,Standard Class,HA-14905,Helen Abelman,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10002867,Binders,GBC Recycled Regency Composition Covers,334.768,1394/04/09,1394/04/14,32.76,False,True,False,6
2690,CA-2015-123064,2015-06-30,2015-07-02,First Class,RA-19915,Russell Applegate,Consumer,United States,Chicago,Illinois,60653.0,Central,OFF-AR-10004582,Art,BIC Brite Liner Grip Highlighters,5.248,1394/04/09,1394/04/11,334.768,False,True,False,6
5154,US-2015-121566,2015-06-30,2015-07-06,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011.0,East,OFF-AR-10001026,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",6.6,1394/04/09,1394/04/15,5.248,False,True,False,6
3148,CA-2015-109218,2015-06-30,2015-07-03,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,90004.0,West,OFF-AR-10001374,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,1394/04/09,1394/04/12,6.6,False,True,False,6
4502,CA-2015-116757,2015-06-30,2015-07-04,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77095.0,Central,OFF-PA-10002005,Paper,Xerox 225,25.92,1394/04/09,1394/04/13,32.4,False,True,False,6
8397,CA-2015-152254,2015-06-30,2015-06-30,Same Day,BD-11620,Brian DeCherney,Consumer,United States,Wilmington,North Carolina,28403.0,South,OFF-PA-10001144,Paper,Xerox 1913,310.688,1394/04/09,1394/04/09,25.92,False,True,False,6
4503,CA-2015-116757,2015-06-30,2015-07-04,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77095.0,Central,OFF-FA-10002815,Fasteners,Staples,21.312,1394/04/09,1394/04/13,310.688,False,True,False,6
5153,US-2015-121566,2015-06-30,2015-07-06,Standard Class,CS-11860,Cari Schnelling,Consumer,United States,New York City,New York,10011.0,East,OFF-BI-10004528,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,1394/04/09,1394/04/15,21.312,False,True,False,6
1320,CA-2015-160773,2015-07-01,2015-07-05,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725.0,South,OFF-BI-10000546,Binders,Avery Durable Binders,5.184,1394/04/10,1394/04/14,2.688,False,True,False,7
716,CA-2015-153150,2015-07-01,2015-07-06,Second Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105.0,West,OFF-BI-10003355,Binders,Cardinal Holdit Business Card Pockets,19.92,1394/04/10,1394/04/15,5.184,False,True,False,7
1319,CA-2015-160773,2015-07-01,2015-07-05,Standard Class,LW-16825,Laurel Workman,Corporate,United States,Deltona,Florida,32725.0,South,TEC-PH-10004586,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,1394/04/10,1394/04/14,19.92,False,False,True,7
2734,CA-2015-107594,2015-07-02,2015-07-06,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060.0,East,OFF-AR-10000716,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,1394/04/11,1394/04/15,575.92,False,True,False,7
2733,CA-2015-107594,2015-07-02,2015-07-06,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060.0,East,TEC-PH-10002923,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,1394/04/11,1394/04/15,5.58,False,False,True,7
6734,CA-2015-120096,2015-07-04,2015-07-07,First Class,KE-16420,Katrina Edelman,Corporate,United States,Aurora,Colorado,80013.0,West,OFF-AP-10000692,Appliances,Fellowes Mighty 8 Compact Surge Protector,32.432,1394/04/13,1394/04/16,73.98,False,True,False,7
7162,CA-2015-138709,2015-07-04,2015-07-09,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Richmond,Virginia,23223.0,South,OFF-PA-10004734,Paper,Southworth Structures Collection,21.84,1394/04/13,1394/04/18,32.432,False,True,False,7
6733,CA-2015-120096,2015-07-04,2015-07-07,First Class,KE-16420,Katrina Edelman,Corporate,United States,Aurora,Colorado,80013.0,West,OFF-PA-10001977,Paper,Xerox 194,177.536,1394/04/13,1394/04/16,21.84,False,True,False,7
7163,CA-2015-138709,2015-07-04,2015-07-09,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Richmond,Virginia,23223.0,South,OFF-BI-10000145,Binders,Zipper Ring Binder Pockets,15.6,1394/04/13,1394/04/18,177.536,False,True,False,7
686,CA-2015-157784,2015-07-05,2015-07-08,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212.0,South,TEC-AC-10003911,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,1394/04/14,1394/04/17,15.6,False,False,True,7
687,CA-2015-157784,2015-07-05,2015-07-08,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212.0,South,OFF-LA-10001934,Labels,Avery 516,14.62,1394/04/14,1394/04/17,479.97,False,True,False,7
688,CA-2015-157784,2015-07-05,2015-07-08,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212.0,South,OFF-PA-10000304,Paper,Xerox 1995,19.44,1394/04/14,1394/04/17,14.62,False,True,False,7
5438,CA-2015-103317,2015-07-05,2015-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137.0,South,OFF-BI-10001787,Binders,Wilson Jones Four-Pocket Poly Binders,9.81,1394/04/14,1394/04/17,19.44,False,True,False,7
3885,CA-2015-152849,2015-07-05,2015-07-12,Standard Class,DW-13195,David Wiener,Corporate,United States,Knoxville,Tennessee,37918.0,South,OFF-AR-10002833,Art,Newell 322,4.368,1394/04/14,1394/04/21,9.81,False,True,False,7
5437,CA-2015-103317,2015-07-05,2015-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137.0,South,FUR-FU-10001591,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,1394/04/14,1394/04/17,4.368,True,False,False,7
1357,US-2015-160444,2015-07-05,2015-07-05,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036.0,Central,OFF-ST-10000563,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,281.424,1394/04/14,1394/04/14,19.52,False,True,False,7
1356,US-2015-160444,2015-07-05,2015-07-05,Same Day,DC-12850,Dan Campbell,Consumer,United States,Houston,Texas,77036.0,Central,OFF-ST-10001522,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",220.776,1394/04/14,1394/04/14,281.424,False,True,False,7
5439,CA-2015-103317,2015-07-05,2015-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137.0,South,FUR-FU-10003192,Furnishings,Luxo Adjustable Task Clamp Lamp,213.216,1394/04/14,1394/04/17,220.776,True,False,False,7
3791,CA-2015-107139,2015-07-05,2015-07-11,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Los Angeles,California,90004.0,West,OFF-BI-10001670,Binders,Vinyl Sectional Post Binders,180.96,1394/04/14,1394/04/20,213.216,False,True,False,7
6846,CA-2015-147543,2015-07-06,2015-07-12,Standard Class,BC-11125,Becky Castell,Home Office,United States,El Cajon,California,92020.0,West,FUR-CH-10000155,Chairs,Global Comet Stacking Armless Chair,478.48,1394/04/15,1394/04/21,180.96,True,False,False,7
1550,CA-2015-134278,2015-07-06,2015-07-08,First Class,EP-13915,Emily Phan,Consumer,United States,New York City,New York,10011.0,East,TEC-CO-10001046,Copiers,Canon Imageclass D680 Copier / Fax,559.992,1394/04/15,1394/04/17,478.48,False,False,True,7
4399,US-2015-138758,2015-07-07,2015-07-11,Standard Class,JL-15835,John Lee,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10003039,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.008,1394/04/16,1394/04/20,559.992,True,False,False,7
4398,US-2015-138758,2015-07-07,2015-07-11,Standard Class,JL-15835,John Lee,Consumer,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-CH-10002880,Chairs,"Global High-Back Leather Tilter, Burgundy",172.186,1394/04/16,1394/04/20,69.008,True,False,False,7
4780,CA-2015-150301,2015-07-08,2015-07-10,First Class,MH-18025,Michelle Huthwaite,Consumer,United States,Buffalo,New York,14215.0,East,FUR-CH-10002647,Chairs,"Situations Contoured Folding Chairs, 4/Set",63.882,1394/04/17,1394/04/19,172.186,True,False,False,7
6289,CA-2015-100090,2015-07-08,2015-07-12,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Francisco,California,94122.0,West,OFF-BI-10001597,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",196.704,1394/04/17,1394/04/21,63.882,False,True,False,7
6288,CA-2015-100090,2015-07-08,2015-07-12,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Francisco,California,94122.0,West,FUR-TA-10003715,Tables,Hon 2111 Invitation Series Corner Table,502.488,1394/04/17,1394/04/21,196.704,True,False,False,7
3368,CA-2015-165379,2015-07-09,2015-07-15,Standard Class,BM-11650,Brian Moss,Corporate,United States,Dallas,Texas,75217.0,Central,OFF-PA-10002245,Paper,Xerox 1895,14.352,1394/04/18,1394/04/24,502.488,False,True,False,7
3367,CA-2015-165379,2015-07-09,2015-07-15,Standard Class,BM-11650,Brian Moss,Corporate,United States,Dallas,Texas,75217.0,Central,OFF-PA-10003072,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10.368,1394/04/18,1394/04/24,14.352,False,True,False,7
